Index,ItemName,WeaponType,Stand,Walk,SwingAttack,SwingFinalAttack,StabAttack,StabFinalAttack,ShootAttack,ShootFinalAttack,desc
onehandedweapon-2673,꼬마 크레용,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2576,방울방울 무지개,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2108,칠흑의 날개,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2049,예그리나,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2046,다람이 봄비,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2531,테니스 라켓,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2732,봄꽃 사슴,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2433,안이뿌덩,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2321,메이플 트렌디 태블릿,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2230,캔디 엔젤,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2434,숟가락 탈옥범,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2416,비숑 팡팡,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2516,앙트완 회중시계,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2373,절대각도,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2198,살랑 강아지풀,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2259,애옹이 도시락,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2647,메이플 연합 깃발,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 메이플 연합의 연합원들을 위해 만들어진 깃발이다.
onehandedweapon-2277,화이트 더키 튜브,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2394,무한성단,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기로 착용 시 특정 동작에서 은하 이펙트가 출력된다. 점프 시 출력되던 이펙트가 사라진다.
onehandedweapon-2537,파도검,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2270,스우의 애착인형,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,오르카와 떨어져 분리불안증에 시달리던 스우가 대신 소중히 여겼던 애착인형이다. #c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2054,연합 사령관 윙 소드,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,메이플 연합의 전설들을 위해 만들어진 무기이다. #c모든 무기#에 착용이 가능하다.
onehandedweapon-2632,진실의 빛,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,밝은 빛이 진실을 비춰줄 것만 같다. #c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2457,새벽 초롱,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2671,새장 속 영혼,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2393,여제의 품격,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다. 황제의 품격이 느껴진다.
onehandedweapon-2697,하트 다이어리,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2694,콩닭콩닭,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2275,사령채찍,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2661,무영도,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2384,크롬 덤벨,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2450,눈송이 캔디,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2362,카멜리아 티타임,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2622,빵빵 곰돌벨,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,울릴 때마다 곰돌빵이 자꾸자꾸 생기는 신기한 곰돌벨. #c모든 무기#에 착용이 가능하다.
onehandedweapon-2431,웡키출동,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,요정 웡키가 출동한다!\r\n#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2125,공격해도돼지,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,나 저거 공격해도 되는 거지!\r#c모든 무기#에 착용이 가능한 무기다. 
onehandedweapon-2236,푸른 석양의 검,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,푸른 석양의 기운이 서려있는 검이다.\r\n배틀 호라이즌 상위 5%의 영광스러운 용사들에게 주어진다.\r\n#c모든 무기#에 착용이 가능하다.
onehandedweapon-2699,수정 지휘봉,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2545,소원가득 크로스백,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2165,커스드 보우,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2430,불맛 삼지창,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2408,봄빛 요술봉,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2355,고르곤 바스톤,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,메두사가 사용하는 아름답지만 치명적인 지팡이이다. \r\n불사의 고르곤에 대적한 상위 5%의 전설적인 스쿼드에게 주어진다.\r\n#c모든 무기#에 착용이 가능하다.
onehandedweapon-2456,마스터 어드벤처러 소드,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,마스터 어드벤처러만이 들 수 있는 무기이다. #c모든 무기#에 착용이 가능하다.
onehandedweapon-2035,드림래빗,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c드림래빗#과 함께 꿈 속 여행을 떠나보자! #c모든 무기#에 착용이 가능하다.
onehandedweapon-2158,핑크빈 우산,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,핑크빈이 무척 아끼는 특별한 우산이다. #c모든 무기#에 착용이 가능하다.
onehandedweapon-2600,벚꽃 우산,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2548,여명의 빛,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기로 착용 시 특정 동작에서 푸른 그림자 이펙트가 출력된다.
onehandedweapon-2284,망각의 등불,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2202,별의 기록서,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2271,구르미 꿈베개,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2742,언제나 바다,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2232,크림소다 크러시,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2219,글로리온 의장검,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,글로리온 팀원에게 주어지는 영광스런 검으로 #c모든 무기#에 착용이 가능하다.
onehandedweapon-2721,하보크 대검,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2342,개구리 연못,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2298,하늘 꽃나비,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2105,용맹 백호,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,"나 백호, 화나면 무서워진다!\n#c모든 무기#에 착용이 가능하다."
onehandedweapon-2187,시크릿 패스포트,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2585,아기곰 밤산책,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2449,매직 워드,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2691,문라이트 램프,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2561,램프의 요정 웡키,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2107,퐁퐁 메이플,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2667,크로스 캠핑 머그,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2663,음악대 지휘봉,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2514,마법 박쥐,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2621,웨이브의 야광봉,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2728,이그나이트,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2294,핑크빈 허그 쿠션,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2327,체스퀸 하트,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2109,눈수정 지팡이,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2649,차가운 봉인,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2716,강아지 쿠션,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2474,그랜드 마스터 소드,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,권위와 고결함을 지닌 기사에게만 수여되는 검으로 #c모든 무기#에 착용이 가능하다.
onehandedweapon-2571,요정 웡키의 야광 나뭇잎,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2386,커플 메이커,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2448,커플 브레이커,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2348,낭만 폼폼꽃,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2471,핑크빈의 맛있는 고기,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2121,햇살 여우 친구들,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2248,흑백영화 지팡이,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2536,에메랄드의 시,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2115,선향묵화,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2624,꿈꾸는 여행가,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2324,포도알의 마법,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2542,캔디 클라우드,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2361,산호의 노래,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2619,버블데블 건,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2719,신선의 반딧불,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2405,대나무 검,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2604,오로라 왈츠,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2239,블록 친구들,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2638,통통 비치볼,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2455,행운 가득 클로버,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2078,높이높이 링,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2181,저택의 품격,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2354,뭉게뭉게 구름 풍선,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2163,카리아인 스태프,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2572,미스터리 클럽,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2314,미궁의 연무,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능한 무기로 착용 시 특정 동작에서 어두운 연무와 빛나는 보석 이펙트가 출력된다. 
onehandedweapon-2210,홀로그램 레이저 검,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2351,제일 무서워,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2029,푸른 악몽 한 송이,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2242,예티 마이크,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2388,따스한 마음,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2577,단팥 붕어빵,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2396,달콤 스프링클,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2617,실버벨,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2739,다람곰 카메라,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2258,오래된 비밀,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2365,흑단 부채,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2627,몽글 딸기 포크,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2074,은하 별 나비,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2079,플로르 피에스타,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2559,피어난 이슬,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2192,얌냠 핫도그,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2473,오르골의 열쇠,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2381,드림스타,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2300,솔로부대 용사의 창,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2731,커플부대 용사의 검,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2156,츄릅 매듭팔찌,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2106,마스코트 블랑,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2189,스윗레터 만년필,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2692,쁘띠 봄빛 우비,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2438,블루밍 포레스트 무기,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2662,봄 바람개비,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2208,퓨어 로즈 머들러,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
onehandedweapon-2400,퐁당 핑크 도넛,none,stand1,walk1,"swingO1,swingO2,swingO3",swingOF,"stabO1,stabO2",stabOF,"shoot1,shoot2",shootF,#c모든 무기#에 착용이 가능하다.
